deal_id,created_date,closed_date,sales_rep_id,industry,region,product_type,lead_source,deal_stage,deal_amount,sales_cycle_days,outcome,target,win_probability
D00214,2024-03-07,2024-06-02,rep_15,EdTech,North America,Enterprise,Referral,Closed,7793,87,Won,1,0.4598248329772195
D00215,2023-12-04,2024-02-11,rep_17,EdTech,APAC,Core,Referral,Qualified,6359,69,Won,1,0.402602807963259
D00216,2024-02-17,2024-03-17,rep_20,SaaS,APAC,Pro,Partner,Demo,2789,29,Won,1,0.4377500051645893
D00217,2024-02-12,2024-04-09,rep_10,FinTech,North America,Core,Referral,Demo,5326,57,Won,1,0.49419505389706797
D00218,2023-07-14,2023-09-07,rep_3,Ecommerce,India,Enterprise,Partner,Demo,21238,55,Lost,0,0.46448786871240655
D00219,2023-10-17,2024-02-10,rep_16,EdTech,North America,Core,Partner,Closed,6326,116,Lost,0,0.42074122690699833
D00220,2023-10-06,2023-12-24,rep_5,Ecommerce,North America,Pro,Outbound,Closed,3469,79,Lost,0,0.45680734856447197
D00221,2023-10-16,2023-11-22,rep_25,HealthTech,North America,Enterprise,Partner,Negotiation,19092,37,Lost,0,0.4483608951646362
D00222,2023-01-28,2023-02-16,rep_13,EdTech,North America,Enterprise,Partner,Closed,99320,19,Won,1,0.4918969568941085
D00223,2024-02-06,2024-04-10,rep_22,SaaS,India,Core,Partner,Demo,17060,64,Lost,0,0.45032169426257157
D00224,2024-02-13,2024-03-22,rep_24,Ecommerce,APAC,Pro,Inbound,Demo,12390,38,Lost,0,0.46422233268892815
D00225,2023-02-16,2023-02-23,rep_3,HealthTech,India,Pro,Referral,Demo,5643,7,Lost,0,0.48480771549674667
D00226,2023-02-22,2023-03-04,rep_13,FinTech,APAC,Pro,Referral,Proposal,98240,10,Won,1,0.5298664089948945
D00227,2024-02-03,2024-02-20,rep_22,Ecommerce,Europe,Core,Partner,Demo,94967,17,Lost,0,0.4951701814113641
D00228,2023-06-04,2023-07-15,rep_10,Ecommerce,North America,Pro,Partner,Negotiation,10739,41,Lost,0,0.4520113042229637
D00229,2023-05-07,2023-08-14,rep_5,EdTech,North America,Pro,Partner,Qualified,18103,99,Lost,0,0.38347004169601406
D00230,2024-03-06,2024-05-31,rep_5,EdTech,APAC,Enterprise,Outbound,Closed,15212,86,Won,1,0.44305068889264404
D00231,2023-09-03,2023-10-20,rep_19,HealthTech,APAC,Pro,Partner,Negotiation,58200,47,Won,1,0.4498056119877266
D00232,2024-02-23,2024-06-09,rep_6,SaaS,North America,Enterprise,Referral,Closed,46188,107,Won,1,0.4738896882692248
D00233,2023-12-29,2024-01-31,rep_5,EdTech,Europe,Pro,Outbound,Negotiation,19351,33,Won,1,0.46287960381565363
D00234,2024-01-02,2024-03-03,rep_13,SaaS,India,Enterprise,Inbound,Closed,15357,61,Lost,0,0.47000116138639036
D00235,2024-02-09,2024-04-02,rep_22,EdTech,Europe,Enterprise,Inbound,Demo,6398,53,Lost,0,0.4577442158122444
D00236,2023-10-16,2024-01-13,rep_4,EdTech,Europe,Enterprise,Outbound,Qualified,5273,89,Lost,0,0.39687601445632203
D00237,2023-08-17,2023-10-10,rep_1,Ecommerce,North America,Pro,Referral,Proposal,7566,54,Won,1,0.46851466175568485
D00238,2023-02-13,2023-03-06,rep_15,HealthTech,India,Pro,Referral,Proposal,10321,21,Lost,0,0.4740765501643654
D00239,2023-02-19,2023-04-23,rep_23,FinTech,North America,Pro,Inbound,Qualified,13225,63,Lost,0,0.4364294626624495
D00240,2023-12-13,2024-03-31,rep_11,SaaS,India,Pro,Outbound,Demo,42865,109,Won,1,0.46706402529613766
D00241,2024-02-13,2024-04-11,rep_24,SaaS,Europe,Pro,Referral,Qualified,18493,58,Lost,0,0.42075188261955315
D00242,2023-07-19,2023-07-26,rep_18,HealthTech,APAC,Pro,Outbound,Qualified,28200,7,Lost,0,0.4178305805338709
D00243,2023-08-23,2023-09-13,rep_20,Ecommerce,North America,Pro,Partner,Negotiation,61078,21,Won,1,0.47989414081283077
D00244,2024-03-08,2024-05-12,rep_3,HealthTech,APAC,Core,Outbound,Closed,58986,65,Lost,0,0.46330030951199747
D00245,2023-06-06,2023-06-27,rep_20,HealthTech,India,Pro,Outbound,Negotiation,10316,21,Won,1,0.4700099504778439
D00246,2023-09-07,2023-12-04,rep_10,HealthTech,Europe,Pro,Referral,Negotiation,7285,88,Lost,0,0.4504059140753039
D00247,2023-11-14,2023-11-27,rep_18,SaaS,India,Pro,Referral,Negotiation,2078,13,Lost,0,0.4831568074568718
D00248,2023-08-01,2023-11-06,rep_25,HealthTech,APAC,Core,Partner,Qualified,30835,97,Lost,0,0.37738476861960935
D00249,2023-04-26,2023-07-10,rep_4,SaaS,North America,Pro,Partner,Closed,84921,75,Won,1,0.4697491119083264
D00250,2023-10-05,2024-01-25,rep_4,HealthTech,APAC,Core,Referral,Negotiation,7889,112,Lost,0,0.43654066354413956
D00251,2023-05-15,2023-07-05,rep_24,SaaS,APAC,Enterprise,Referral,Demo,2712,51,Lost,0,0.461662052476081
D00252,2023-03-26,2023-06-19,rep_18,EdTech,Europe,Pro,Partner,Proposal,27780,85,Won,1,0.4287738604300463
D00253,2023-05-29,2023-08-17,rep_2,EdTech,Europe,Enterprise,Outbound,Negotiation,6214,80,Won,1,0.44662482915585344
D00254,2023-05-08,2023-06-02,rep_19,EdTech,India,Pro,Referral,Demo,19079,25,Lost,0,0.4875127482055684
D00255,2023-02-08,2023-05-07,rep_23,EdTech,India,Pro,Partner,Proposal,87582,88,Lost,0,0.4637018519074871
D00256,2023-10-25,2023-11-01,rep_3,SaaS,India,Core,Referral,Proposal,80089,7,Lost,0,0.5130564661280085
D00257,2024-02-27,2024-04-01,rep_5,SaaS,India,Pro,Inbound,Closed,64270,34,Lost,0,0.49663069668829335
D00258,2023-01-24,2023-02-12,rep_15,FinTech,India,Core,Outbound,Negotiation,5764,19,Lost,0,0.4984113301247607
D00259,2023-11-29,2024-01-13,rep_12,HealthTech,North America,Pro,Partner,Qualified,9529,45,Won,1,0.39258548369015034
D00260,2024-01-07,2024-04-12,rep_1,HealthTech,India,Core,Outbound,Qualified,31953,96,Lost,0,0.41088220949620086
D00261,2023-10-31,2023-12-05,rep_4,Ecommerce,Europe,Pro,Inbound,Proposal,21056,35,Lost,0,0.4671195183636066
D00262,2023-04-28,2023-06-23,rep_5,Ecommerce,Europe,Enterprise,Outbound,Proposal,9690,56,Won,1,0.4582255919288306
D00263,2023-02-05,2023-04-20,rep_24,HealthTech,Europe,Pro,Referral,Proposal,18649,74,Lost,0,0.4533583062463949
D00264,2024-03-16,2024-04-19,rep_12,Ecommerce,APAC,Core,Outbound,Negotiation,36142,34,Won,1,0.47189095857330754
D00265,2023-05-22,2023-08-19,rep_10,FinTech,APAC,Core,Outbound,Closed,98644,89,Won,1,0.5044618331604089
D00266,2024-01-18,2024-03-15,rep_8,Ecommerce,North America,Enterprise,Inbound,Qualified,11921,57,Won,1,0.421411228511764
D00267,2023-07-04,2023-08-20,rep_25,Ecommerce,North America,Core,Inbound,Demo,67895,47,Won,1,0.4962752488332332
D00268,2023-01-08,2023-02-17,rep_25,Ecommerce,India,Enterprise,Referral,Closed,14520,40,Won,1,0.49166848055967355
D00269,2023-02-12,2023-05-11,rep_3,SaaS,Europe,Core,Partner,Proposal,7046,88,Lost,0,0.4211180705353987
D00270,2023-07-20,2023-10-10,rep_24,HealthTech,North America,Core,Inbound,Negotiation,19158,82,Lost,0,0.4508119296423709
D00271,2023-08-11,2023-09-01,rep_4,FinTech,Europe,Enterprise,Inbound,Demo,60539,21,Lost,0,0.5192753195009506
D00272,2023-03-25,2023-06-03,rep_5,EdTech,North America,Core,Partner,Proposal,6284,70,Lost,0,0.42636091125995235
D00273,2024-02-18,2024-04-19,rep_16,Ecommerce,APAC,Core,Referral,Qualified,95582,61,Won,1,0.4528317264251238
D00274,2024-03-15,2024-06-02,rep_8,SaaS,North America,Core,Inbound,Qualified,33487,79,Won,1,0.41509984135299205
D00275,2023-05-06,2023-05-18,rep_23,Ecommerce,Europe,Pro,Outbound,Closed,5137,12,Lost,0,0.4730191649021022
D00276,2023-08-02,2023-11-09,rep_22,FinTech,Europe,Core,Inbound,Closed,2638,99,Won,1,0.46676386480429133
D00277,2023-07-25,2023-08-09,rep_15,FinTech,APAC,Core,Partner,Closed,4312,15,Lost,0,0.4658075504565357
D00278,2023-10-16,2024-01-31,rep_16,HealthTech,Europe,Core,Inbound,Closed,11974,107,Won,1,0.43857132101398344
D00279,2023-07-29,2023-08-08,rep_25,Ecommerce,APAC,Core,Outbound,Qualified,18419,10,Won,1,0.42326104492075517
D00280,2023-09-29,2023-11-05,rep_8,SaaS,India,Enterprise,Partner,Qualified,2490,37,Won,1,0.4046540325977523
D00281,2023-08-23,2023-12-03,rep_3,SaaS,North America,Pro,Outbound,Negotiation,37499,102,Won,1,0.45755690865204773
D00282,2023-05-02,2023-06-15,rep_9,HealthTech,North America,Core,Outbound,Negotiation,14438,44,Won,1,0.4586873492451395
D00283,2024-02-04,2024-05-19,rep_11,Ecommerce,North America,Enterprise,Partner,Negotiation,9731,105,Lost,0,0.4364230849412846
D00284,2024-01-30,2024-03-03,rep_22,EdTech,North America,Core,Partner,Demo,5795,33,Lost,0,0.44513548650914875
D00285,2023-03-17,2023-04-04,rep_9,HealthTech,North America,Pro,Referral,Proposal,4914,18,Lost,0,0.4662659727268633
D00286,2023-10-12,2024-01-22,rep_1,FinTech,Europe,Core,Outbound,Qualified,2775,102,Lost,0,0.41678587965983005
D00287,2024-02-26,2024-04-24,rep_9,FinTech,North America,Core,Outbound,Closed,31015,58,Won,1,0.49354287446120515
D00288,2023-11-27,2024-01-29,rep_2,HealthTech,India,Enterprise,Referral,Negotiation,2753,63,Lost,0,0.46761104111029156
D00289,2023-09-12,2023-09-22,rep_9,EdTech,India,Core,Inbound,Demo,5495,10,Won,1,0.475830096396413
D00290,2023-11-11,2024-02-05,rep_16,FinTech,North America,Pro,Referral,Closed,12835,86,Lost,0,0.4881217414995712
D00291,2023-03-12,2023-05-11,rep_23,EdTech,India,Enterprise,Referral,Negotiation,6307,60,Won,1,0.47182430507559253
D00292,2023-06-26,2023-09-13,rep_20,HealthTech,North America,Pro,Inbound,Proposal,5181,79,Lost,0,0.44000966344835796
D00293,2024-02-19,2024-04-26,rep_22,HealthTech,APAC,Enterprise,Inbound,Demo,6784,67,Lost,0,0.445190755850503
D00294,2024-01-27,2024-03-02,rep_19,EdTech,APAC,Enterprise,Inbound,Demo,5181,35,Lost,0,0.45519560955345584
D00295,2023-12-27,2024-04-01,rep_16,SaaS,APAC,Core,Referral,Demo,38625,96,Won,1,0.4618065271629859
D00296,2023-01-20,2023-02-07,rep_1,EdTech,Europe,Core,Partner,Negotiation,22612,18,Won,1,0.45058786737413814
D00297,2024-01-03,2024-02-01,rep_23,HealthTech,North America,Enterprise,Partner,Closed,4650,29,Lost,0,0.4453948747573775
D00298,2023-02-07,2023-04-02,rep_10,EdTech,Europe,Core,Referral,Proposal,7424,54,Lost,0,0.45533257186656845
D00299,2024-02-10,2024-05-08,rep_23,SaaS,APAC,Core,Outbound,Closed,42833,88,Lost,0,0.45419146194809
D00300,2023-07-13,2023-08-28,rep_23,SaaS,India,Enterprise,Inbound,Qualified,43292,46,Lost,0,0.43767929079650486
D00301,2023-04-04,2023-06-27,rep_5,EdTech,North America,Core,Partner,Negotiation,7008,84,Won,1,0.428706104593053
D00302,2023-06-13,2023-07-11,rep_9,HealthTech,Europe,Enterprise,Inbound,Qualified,19615,28,Lost,0,0.4185336354724463
D00303,2023-06-29,2023-08-07,rep_24,Ecommerce,Europe,Pro,Referral,Negotiation,8020,39,Lost,0,0.47561400347621674
D00304,2023-07-13,2023-09-02,rep_6,Ecommerce,North America,Core,Partner,Demo,95766,51,Lost,0,0.4892721277921367
D00305,2023-01-11,2023-02-27,rep_6,FinTech,North America,Pro,Referral,Negotiation,2857,47,Won,1,0.4935012411326872
D00306,2023-12-27,2024-01-06,rep_2,FinTech,APAC,Core,Outbound,Demo,10703,10,Won,1,0.48931209198358244
D00307,2023-07-29,2023-11-02,rep_10,HealthTech,North America,Core,Referral,Proposal,54768,96,Lost,0,0.46600767661923564
D00308,2023-10-20,2024-01-05,rep_3,EdTech,India,Core,Inbound,Negotiation,3258,77,Lost,0,0.4532100324010912
D00309,2023-01-14,2023-02-16,rep_13,Ecommerce,India,Enterprise,Partner,Proposal,4390,33,Won,1,0.45437496422824053
D00310,2023-02-16,2023-05-16,rep_15,FinTech,APAC,Pro,Referral,Demo,14078,89,Lost,0,0.4791171757063153
D00311,2023-05-15,2023-06-19,rep_3,EdTech,India,Enterprise,Outbound,Qualified,39808,35,Lost,0,0.4359037116602609
D00312,2023-10-11,2023-10-25,rep_19,HealthTech,India,Pro,Inbound,Negotiation,90190,14,Lost,0,0.5081310179422057
D00313,2023-07-22,2023-11-15,rep_5,FinTech,India,Core,Outbound,Closed,87740,116,Lost,0,0.5087065090083098
D00314,2023-04-19,2023-08-07,rep_7,HealthTech,APAC,Pro,Inbound,Negotiation,30271,110,Won,1,0.4380591908781125
D00315,2023-02-14,2023-04-11,rep_1,SaaS,India,Core,Referral,Negotiation,56202,56,Lost,0,0.4946503456045031
D00316,2023-03-18,2023-04-12,rep_10,SaaS,APAC,Pro,Partner,Qualified,33845,25,Lost,0,0.40266157158150634
D00317,2023-07-16,2023-10-14,rep_13,HealthTech,India,Core,Referral,Proposal,6988,90,Lost,0,0.4528179240534144
D00318,2024-03-26,2024-05-14,rep_11,EdTech,APAC,Pro,Referral,Qualified,15785,49,Lost,0,0.4125323028273582
D00319,2024-03-15,2024-06-19,rep_25,EdTech,APAC,Enterprise,Referral,Negotiation,59384,96,Lost,0,0.4685960565854067
D00320,2023-11-06,2024-02-03,rep_25,SaaS,APAC,Core,Outbound,Negotiation,73368,89,Won,1,0.46624257112650197
D00321,2023-02-03,2023-03-21,rep_6,HealthTech,Europe,Core,Outbound,Qualified,88719,46,Lost,0,0.4399384081061992
D00322,2023-01-17,2023-03-23,rep_15,SaaS,India,Enterprise,Inbound,Proposal,19544,65,Won,1,0.4635784265636415
D00323,2023-12-15,2023-12-25,rep_19,SaaS,APAC,Pro,Outbound,Negotiation,6004,10,Won,1,0.45903768789293103
D00324,2024-03-04,2024-04-13,rep_2,HealthTech,Europe,Core,Outbound,Negotiation,7643,40,Lost,0,0.453509053170429
D00325,2023-12-13,2024-01-15,rep_16,HealthTech,Europe,Enterprise,Inbound,Qualified,22628,33,Won,1,0.4184667199497053
D00326,2023-04-25,2023-06-03,rep_12,Ecommerce,APAC,Core,Referral,Negotiation,19677,39,Lost,0,0.4732511109214434
D00327,2023-06-04,2023-09-05,rep_17,EdTech,APAC,Pro,Inbound,Qualified,7108,93,Lost,0,0.3878780603785738
D00328,2023-09-04,2023-09-19,rep_21,EdTech,Europe,Core,Outbound,Proposal,18495,15,Won,1,0.4611075445540707
D00329,2023-01-30,2023-05-20,rep_24,FinTech,India,Pro,Partner,Demo,61888,110,Lost,0,0.4834559384748371
D00330,2023-08-03,2023-09-30,rep_24,HealthTech,India,Enterprise,Partner,Proposal,2289,58,Won,1,0.43541215897552976
D00331,2023-09-17,2023-11-01,rep_16,HealthTech,APAC,Enterprise,Outbound,Qualified,17146,45,Lost,0,0.4053070826440241
D00332,2023-12-15,2024-02-02,rep_14,EdTech,APAC,Pro,Partner,Proposal,49272,49,Lost,0,0.4411616056859597
D00333,2023-08-26,2023-12-19,rep_3,Ecommerce,Europe,Enterprise,Inbound,Closed,96490,115,Won,1,0.4879606929321634
D00334,2024-03-20,2024-06-22,rep_7,EdTech,India,Enterprise,Referral,Demo,4444,94,Won,1,0.46431634230457464
D00335,2023-03-15,2023-05-01,rep_11,FinTech,North America,Pro,Partner,Demo,9324,47,Lost,0,0.4715747161035166
D00336,2023-04-18,2023-07-31,rep_20,Ecommerce,India,Pro,Referral,Demo,6720,104,Lost,0,0.46921477515714255
D00337,2023-09-02,2023-10-28,rep_25,SaaS,Europe,Core,Inbound,Proposal,6372,56,Won,1,0.44763384738616524
D00338,2023-11-17,2024-02-25,rep_13,SaaS,APAC,Core,Inbound,Qualified,7681,100,Won,1,0.38836809138430717
D00339,2024-02-26,2024-03-09,rep_11,Ecommerce,Europe,Pro,Referral,Closed,88195,12,Won,1,0.5200128542465579
D00340,2023-07-03,2023-10-14,rep_7,FinTech,Europe,Core,Partner,Demo,5304,103,Won,1,0.4503650445846088
D00341,2023-12-31,2024-03-30,rep_2,SaaS,North America,Enterprise,Inbound,Closed,53526,90,Lost,0,0.47251720505589073
D00342,2023-12-01,2024-03-24,rep_4,SaaS,APAC,Pro,Outbound,Negotiation,9897,114,Won,1,0.43180525187138763
D00343,2023-04-16,2023-07-20,rep_22,SaaS,APAC,Enterprise,Outbound,Qualified,75164,95,Lost,0,0.42102245307886976
D00344,2023-08-03,2023-11-24,rep_4,Ecommerce,Europe,Enterprise,Outbound,Qualified,19776,113,Lost,0,0.40562650209540385
D00345,2024-02-03,2024-03-14,rep_2,SaaS,India,Core,Referral,Demo,13864,40,Lost,0,0.4832046241031663
D00346,2023-06-19,2023-07-26,rep_5,FinTech,North America,Enterprise,Inbound,Negotiation,34474,37,Won,1,0.5036416740493522
D00347,2023-05-12,2023-08-09,rep_6,FinTech,APAC,Pro,Partner,Qualified,4425,89,Won,1,0.3976196870384269
D00348,2023-08-07,2023-11-16,rep_11,EdTech,India,Enterprise,Partner,Demo,38139,101,Won,1,0.44973703249784874
D00349,2024-03-25,2024-07-03,rep_15,EdTech,India,Enterprise,Referral,Negotiation,10996,100,Won,1,0.4626802011348559
D00350,2024-02-14,2024-04-14,rep_6,FinTech,India,Enterprise,Referral,Qualified,37368,60,Lost,0,0.46611789385405544
D00351,2024-02-15,2024-05-04,rep_1,HealthTech,India,Pro,Inbound,Closed,18015,79,Lost,0,0.4589845912164201
D00352,2023-07-30,2023-10-01,rep_25,SaaS,Europe,Enterprise,Partner,Closed,4143,63,Won,1,0.43687829810659096
D00353,2023-09-23,2023-12-05,rep_16,EdTech,India,Core,Inbound,Demo,76734,73,Lost,0,0.48974397061760055
D00354,2023-01-06,2023-04-05,rep_25,Ecommerce,APAC,Core,Partner,Qualified,6141,89,Lost,0,0.3797310857376715
D00355,2023-05-23,2023-06-05,rep_3,Ecommerce,India,Enterprise,Referral,Demo,18540,13,Lost,0,0.5027614884288536
D00356,2023-02-15,2023-06-11,rep_4,Ecommerce,India,Core,Inbound,Qualified,85191,116,Lost,0,0.4401359455685912
D00357,2024-02-27,2024-03-16,rep_7,Ecommerce,APAC,Pro,Inbound,Closed,59924,18,Lost,0,0.48923594993664055
D00358,2024-02-23,2024-03-29,rep_23,Ecommerce,North America,Core,Outbound,Proposal,17177,35,Lost,0,0.4675953027061302
D00359,2023-01-02,2023-02-21,rep_23,FinTech,North America,Core,Referral,Proposal,91786,50,Won,1,0.5257068968065094
D00360,2023-03-13,2023-07-03,rep_7,HealthTech,North America,Pro,Outbound,Closed,14704,112,Lost,0,0.4414475920598705
D00361,2023-08-23,2023-12-13,rep_21,SaaS,North America,Pro,Referral,Qualified,13536,112,Lost,0,0.4070769360958641
D00362,2023-12-04,2024-02-24,rep_18,Ecommerce,India,Enterprise,Outbound,Qualified,20568,82,Lost,0,0.42376895966013733
D00363,2023-12-21,2024-03-11,rep_20,EdTech,India,Pro,Outbound,Closed,70778,81,Won,1,0.4829363060921446
D00364,2023-05-21,2023-07-17,rep_20,SaaS,APAC,Enterprise,Partner,Negotiation,4409,57,Lost,0,0.43053398849942104
D00365,2023-12-31,2024-04-10,rep_23,EdTech,APAC,Enterprise,Outbound,Closed,7182,101,Lost,0,0.43536931426273795
D00366,2023-12-30,2024-03-29,rep_23,FinTech,APAC,Enterprise,Referral,Proposal,91105,90,Lost,0,0.5068832727509438
D00367,2023-10-26,2024-01-14,rep_1,SaaS,North America,Core,Referral,Negotiation,14839,80,Lost,0,0.463281599240456
D00368,2023-03-16,2023-03-29,rep_5,FinTech,APAC,Core,Inbound,Proposal,12374,13,Lost,0,0.4809975204367101
D00369,2023-07-03,2023-10-22,rep_13,HealthTech,APAC,Enterprise,Inbound,Closed,7047,111,Lost,0,0.43142602611821335
D00370,2023-07-15,2023-09-09,rep_24,EdTech,Europe,Enterprise,Referral,Qualified,7612,56,Won,1,0.41659396478742833
D00371,2024-02-29,2024-04-04,rep_24,SaaS,Europe,Enterprise,Outbound,Closed,68200,35,Lost,0,0.49052128468780354
D00372,2023-05-31,2023-08-03,rep_4,Ecommerce,North America,Pro,Partner,Closed,7592,64,Won,1,0.4453716118434824
D00373,2023-10-12,2023-11-21,rep_23,HealthTech,North America,Core,Partner,Negotiation,12178,40,Won,1,0.44137955110171656
D00374,2023-11-02,2023-11-15,rep_18,EdTech,North America,Enterprise,Partner,Closed,18086,13,Lost,0,0.4575642735918561
D00375,2023-09-27,2023-11-01,rep_18,SaaS,India,Core,Partner,Negotiation,6264,35,Lost,0,0.45081759100339064
D00376,2023-04-24,2023-08-22,rep_25,SaaS,India,Enterprise,Inbound,Demo,13424,120,Won,1,0.4543111644400362
D00377,2023-02-28,2023-05-31,rep_13,FinTech,India,Pro,Partner,Proposal,3968,92,Won,1,0.4540084315349117
D00378,2023-01-13,2023-03-27,rep_2,EdTech,Europe,Pro,Inbound,Negotiation,16426,73,Lost,0,0.45106453450359735
D00379,2023-02-19,2023-03-19,rep_7,HealthTech,India,Core,Outbound,Qualified,20960,28,Lost,0,0.42476441122243136
D00380,2023-10-03,2024-01-24,rep_1,Ecommerce,APAC,Core,Inbound,Demo,29452,113,Lost,0,0.450328585760781
D00381,2023-02-07,2023-02-20,rep_9,Ecommerce,India,Pro,Referral,Demo,29232,13,Won,1,0.5048235558105559
D00382,2023-08-10,2023-09-26,rep_3,SaaS,North America,Enterprise,Inbound,Closed,7515,47,Won,1,0.4642039167743664
D00383,2023-07-03,2023-09-12,rep_25,Ecommerce,India,Pro,Inbound,Proposal,7618,71,Won,1,0.46063876214270183
D00384,2023-08-31,2023-09-27,rep_10,EdTech,North America,Enterprise,Outbound,Demo,14406,27,Lost,0,0.4712188433783788
D00385,2023-03-05,2023-03-17,rep_10,HealthTech,APAC,Core,Referral,Qualified,90405,12,Won,1,0.4531104846965001
D00386,2023-11-27,2024-03-21,rep_7,FinTech,Europe,Enterprise,Inbound,Proposal,48939,115,Lost,0,0.47877118582152595
D00387,2024-03-11,2024-06-22,rep_22,FinTech,APAC,Core,Outbound,Proposal,6496,103,Lost,0,0.4524970849843067
D00388,2024-01-07,2024-03-28,rep_4,EdTech,North America,Core,Partner,Demo,36805,81,Lost,0,0.445399645998799
D00389,2023-09-06,2023-11-09,rep_19,EdTech,APAC,Pro,Outbound,Closed,7401,64,Won,1,0.4430821291369772
D00390,2023-01-03,2023-02-19,rep_5,EdTech,India,Pro,Referral,Proposal,19668,47,Won,1,0.4727153659649179
D00391,2023-07-03,2023-10-17,rep_3,EdTech,Europe,Enterprise,Outbound,Closed,43038,106,Won,1,0.4567484710504117
D00392,2023-05-15,2023-08-23,rep_21,FinTech,India,Enterprise,Outbound,Closed,2626,100,Lost,0,0.478525673856434
D00393,2023-01-19,2023-04-06,rep_8,SaaS,APAC,Core,Referral,Negotiation,15734,77,Won,1,0.45416593650245984
D00394,2023-09-14,2023-11-25,rep_20,HealthTech,Europe,Pro,Outbound,Demo,21388,72,Won,1,0.4539259411450348
D00395,2023-04-02,2023-06-20,rep_8,Ecommerce,Europe,Core,Partner,Qualified,10395,79,Lost,0,0.39091630295277113
D00396,2023-07-09,2023-08-14,rep_15,FinTech,North America,Enterprise,Partner,Negotiation,16485,36,Won,1,0.477666649113795
D00397,2023-02-22,2023-05-30,rep_19,HealthTech,India,Enterprise,Referral,Closed,54513,97,Lost,0,0.4821808218757279
D00398,2023-07-07,2023-09-27,rep_17,Ecommerce,APAC,Pro,Referral,Demo,16465,82,Lost,0,0.46307367801819954
D00399,2024-02-10,2024-04-18,rep_8,FinTech,APAC,Core,Outbound,Demo,16222,68,Lost,0,0.47544454609597003
D00400,2023-04-06,2023-05-03,rep_24,FinTech,India,Enterprise,Referral,Proposal,9938,27,Won,1,0.5052382334972755
D00401,2023-09-03,2023-10-06,rep_5,SaaS,Europe,Core,Inbound,Qualified,7302,33,Lost,0,0.41315021805590546
D00402,2023-10-21,2023-11-15,rep_19,FinTech,APAC,Core,Outbound,Closed,10949,25,Won,1,0.483500419316169
D00403,2023-08-18,2023-11-10,rep_5,SaaS,Europe,Enterprise,Partner,Closed,10794,84,Lost,0,0.4339691472385122
D00404,2023-03-27,2023-07-04,rep_13,Ecommerce,Europe,Core,Inbound,Demo,5714,99,Lost,0,0.4508096210158888
D00405,2023-04-14,2023-06-26,rep_4,HealthTech,India,Enterprise,Inbound,Closed,6131,73,Lost,0,0.4580888668338168
D00406,2024-03-25,2024-07-10,rep_20,SaaS,North America,Enterprise,Referral,Demo,83208,107,Lost,0,0.49202891072917265
D00407,2023-09-25,2023-11-24,rep_16,Ecommerce,APAC,Enterprise,Inbound,Demo,19430,60,Won,1,0.4638495554571066
